"customer_id","first_name","last_name","first_purchase_date","product_id","name","price"
10845,Kaitlyn,Allen,1992-09-21,90,External Lock Washer 2,0.0000
10845,Kaitlyn,Allen,1992-09-21,90,External Lock Washer 2,0.0000
10964,Karen,Huang,1992-09-21,90,External Lock Washer 2,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
11818,Kristen,Li,1992-09-21,86,External Lock Washer 7,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
12419,Levi,Gonzalez,1992-09-21,9,Chainring Bolts,0.0000
13482,Mario,Rai,1992-09-21,26,Flat Washer 4,0.0000
13482,Mario,Rai,1992-09-21,26,Flat Washer 4,0.0000
13482,Mario,Rai,1992-09-21,26,Flat Washer 4,0.0000
15300,Olivia,Bennett,1992-09-21,153,Lock Washer 3,0.0000
15300,Olivia,Bennett,1992-09-21,153,Lock Washer 3,0.0000
16266,Richard,Martinez,1992-09-21,26,Flat Washer 4,0.0000
16266,Richard,Martinez,1992-09-21,26,Flat Washer 4,0.0000
19025,Tyrone,Ruiz,1992-09-21,9,Chainring Bolts,0.0000
9000,Jared,Gray,1992-09-22,90,External Lock Washer 2,0.0000
11782,Krista,Gill,1992-09-22,9,Chainring Bolts,0.0000
11782,Krista,Gill,1992-09-22,9,Chainring Bolts,0.0000
16989,Samuel,Sharma,1992-09-22,86,External Lock Washer 7,0.0000
19482,Willie,Gao,1992-09-22,86,External Lock Washer 7,0.0000
19482,Willie,Gao,1992-09-22,86,External Lock Washer 7,0.0000
14687,Mya,Coleman,1992-09-24,153,Lock Washer 3,0.0000
